epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
1,0.9178819929897734,0.5670096778145289,0.8250024923661505,0.6419027258150721,0.8078432464374444,0.6417686198755098
2,0.7723811651348089,0.6637878231042509,0.7805984527079706,0.6632816675574559,0.766346242556272,0.6662373899978536
3,0.7432524317636598,0.6757932132794315,0.7741654029764128,0.6675574559059326,0.75963253375158,0.6683837733419189
4,0.7302073694379485,0.6840009800318511,0.766509427800018,0.672367717797969,0.7521492669346456,0.6668813050010732
5,0.7216219426252876,0.6877373514639226,0.7644049883334794,0.6803848209513629,0.749033533393326,0.6707447950203906
6,0.7137987678919617,0.6915962268773735,0.7688483543283859,0.6755745590593266,0.7537729688457318,0.6735350933676755
7,0.7061298057632266,0.6950875903466862,0.7627656276948563,0.675040085515767,0.7433590903049837,0.6735350933676755
8,0.6984953322233004,0.698578953815999,0.7611787000930864,0.6729021913415286,0.7427861358915232,0.669242326679545
9,0.694337395740084,0.6985177018253094,0.7602194613915978,0.6803848209513629,0.7417137947530802,0.6763253917149603
10,0.6877880157478647,0.7039078770060027,0.7664456525822491,0.6787814003206841,0.7442583133540304,0.6731058166988624
11,0.6824254912443931,0.7066029645963494,0.7638101017710871,0.6766435061464458,0.7430223783573692,0.6763253917149603
12,0.6777670610758599,0.709114296214627,0.7653023170507381,0.6745056119722074,0.7422606729340415,0.6731058166988624
13,0.6696874149053336,0.7141982114418719,0.7639123159637431,0.6718332442544094,0.7427753210323618,0.674608285039708
14,0.6670425214210183,0.7138919514884233,0.7628281403836689,0.6755745590593266,0.7405102117605592,0.6735350933676755
15,0.66404775557938,0.7167095430601494,0.7639450967343716,0.6729021913415286,0.7417932503672213,0.6711740716892037
16,0.6603621813241253,0.7186083547715301,0.7664561206678985,0.6755745590593266,0.7441354008236779,0.6731058166988624
17,0.6585727717659424,0.7173220629670465,0.7644489788231781,0.677712453233565,0.7425197493904623,0.6754668383773342
18,0.6579025706195749,0.7189146147249785,0.7655909686468299,0.6745056119722074,0.7430591909996453,0.673749731702082
19,0.6553416329535378,0.720445914492221,0.7654477673568297,0.6782469267771245,0.7438798327127683,0.6741790083708951
20,0.6545992633897154,0.7189758667156683,0.7649921781235618,0.6771779796900054,0.743010988509765,0.673320455033269
21,0.6544588970069016,0.7201396545387725,0.7652882495900005,0.6782469267771245,0.7435138197409848,0.673320455033269
22,0.6532798470432057,0.7216709543060149,0.7658165072069519,0.6734366648850882,0.7433796512591887,0.6735350933676755
23,0.6514942742775545,0.7213646943525664,0.7668461129348078,0.6745056119722074,0.7444182495160993,0.673749731702082
24,0.6522851661550463,0.720445914492221,0.7656877240288519,0.6745056119722074,0.743230272705756,0.673749731702082
25,0.6508680007248318,0.7233860100453264,0.7655219077299394,0.6745056119722074,0.74300949339141,0.6739643700364886
26,0.6514876611265178,0.7223447262036016,0.7658760424669512,0.6745056119722074,0.7433614473686784,0.6735350933676755
27,0.6515327543951229,0.7239372779615337,0.7658676215189144,0.675040085515767,0.7433199700584584,0.6735350933676755
28,0.6513369477939389,0.7225897341663604,0.7658247863908683,0.675040085515767,0.7432717770357249,0.673749731702082
29,0.6507577914810788,0.7239372779615337,0.7660070725585738,0.6755745590593266,0.7435179366705167,0.6739643700364886
30,0.6503850073005644,0.7219772142594635,0.766078701731612,0.6755745590593266,0.7435860255931831,0.6735350933676755
31,0.6503643850171507,0.7208134264363592,0.7660503808283539,0.6761090326028861,0.7435463360896769,0.6739643700364886
32,0.6502625736501833,0.7243660418963617,0.7660829290421107,0.6766435061464458,0.7435595022298973,0.6739643700364886
33,0.6487781705042026,0.7241822859242926,0.7661152813665246,0.6766435061464458,0.7435859263416625,0.673749731702082
34,0.6501077207648023,0.7216097023153253,0.7660955836083531,0.6755745590593266,0.7435561704594681,0.6741790083708951
35,0.6514250147755964,0.7192821266691167,0.7660796375659492,0.675040085515767,0.7435270068880365,0.674608285039708
36,0.6496772123992436,0.721854710278084,0.7661027738526822,0.675040085515767,0.7435434920820051,0.6743936467053016
37,0.6514774927296475,0.7203234105108416,0.7660999148685878,0.675040085515767,0.7435442279863572,0.674608285039708
38,0.6492760186282703,0.7240597819429131,0.7661096245639787,0.675040085515767,0.7435474366071169,0.6743936467053016
39,0.649691349908328,0.7232022540732573,0.7661206737550932,0.675040085515767,0.7435521703340588,0.6743936467053016
40,0.6505585147749482,0.7217322062967046,0.7661231451019255,0.675040085515767,0.7435543917105111,0.674608285039708
