epoch,train_loss,train_acc,ortho_loss,val_loss,val_acc,test_loss,test_acc
1,3.516663174879794,0.41624303301280086,1.943225782292335,1.4582421429841548,0.46392303580972744,1.465968495425826,0.4435864435864436
2,1.505517306721801,0.4322288234213266,0.03517061304959714,1.4373970298700827,0.46018172100481025,1.4390227356881657,0.4596739596739597
3,1.4602133553837244,0.4412323145709561,0.02108688571648225,1.3977337486281363,0.4681988241582042,1.3977455437720359,0.4631059631059631
4,1.4077251041564163,0.45225699761131866,0.017869148946412637,1.3569029826075556,0.47888829502939606,1.3512024829848954,0.47533247533247536
5,1.369263933798231,0.46609909965088503,0.015391314911772291,1.3411908009866544,0.4922501336183859,1.3281269614044968,0.4892749892749893
6,1.3478070688589385,0.4772462791694739,0.013417640773801955,1.3308090973448332,0.4938535542490647,1.313752517685876,0.4957099957099957
7,1.3346777928359599,0.47767501684326574,0.012046813503647771,1.3280075826726452,0.48957776590058794,1.3086660597673152,0.49335049335049336
8,1.3236199731360079,0.4890671893183071,0.011054371515622687,1.320920254252672,0.49812934259754144,1.303066663146786,0.5019305019305019
9,1.318274700985526,0.490965884730814,0.010585985496628684,1.319685728584363,0.49706039551042225,1.2997900912404725,0.5025740025740025
10,1.3099526104708314,0.492925828382434,0.010024777968047306,1.3149460271231825,0.4991982896846606,1.2976674396354515,0.5015015015015015
11,1.3040596795197454,0.4931095730997734,0.009755476008590407,1.3167700404346085,0.49812934259754144,1.2944692519027141,0.5004290004290004
12,1.2969481569455932,0.5025418019231948,0.009641626302476999,1.314441305026213,0.49812934259754144,1.2952806779316492,0.5027885027885027
13,1.2929132164835222,0.500765602988914,0.009390766724638785,1.310487971115979,0.5029396044895778,1.2939909877106133,0.5032175032175032
14,1.285627089653931,0.505604213878851,0.009382345746896562,1.313157648214486,0.5034740780331374,1.2911491080038233,0.5032175032175032
15,1.2795036778181614,0.5089116187909598,0.009272156746407271,1.3056351451361516,0.5045430251202565,1.2910538507295442,0.504933504933505
16,1.2747675744319142,0.5089728670300729,0.009312752430873797,1.308543346133352,0.5024051309460181,1.2920223817146168,0.4950664950664951
17,1.2698366027442898,0.5119127825075029,0.009288701569866805,1.3010263671727182,0.5120256547300909,1.2919639007874386,0.5042900042900043
18,1.2658117067180845,0.5124027684204079,0.00922645065338013,1.302006262180832,0.5072153928380545,1.2914719285498562,0.5004290004290004
19,1.260447072407441,0.5174863722667973,0.009304799822258734,1.305151744745174,0.5088188134687333,1.2913432182645859,0.5010725010725011
20,1.2550719119026574,0.5181601028970417,0.009343393943549326,1.3067010805162116,0.504008551576697,1.289719392792036,0.49785499785499787
21,1.248862570262462,0.5220187419611686,0.008995255336749023,1.3001313813544415,0.5072153928380545,1.2909403547919498,0.4982839982839983
22,1.2460998965761203,0.5217125007656029,0.009088603349549373,1.3002231102904682,0.5109567076429716,1.2919196939836597,0.49914199914199914
23,1.243430250783439,0.5205487842224537,0.009033108227667504,1.300621940833499,0.5093532870122929,1.2949677341130608,0.49656799656799655
24,1.2423493946482798,0.525632388068843,0.008990205014398457,1.3036791613432,0.5088188134687333,1.2920145632524134,0.5021450021450021
25,1.2383430346553614,0.523672444417223,0.009060304220864547,1.2995618289960762,0.5120256547300909,1.2923700552751762,0.4997854997854998
26,1.2354969551276027,0.5279598211551418,0.00906192659316666,1.2989499720579032,0.5141635489043292,1.2933900592563388,0.5021450021450021
27,1.2362720203420101,0.5248361609603724,0.009110473289343337,1.2992080927595997,0.5141635489043292,1.2933250496388504,0.49914199914199914
28,1.2340192631103335,0.5257548845470693,0.009104492056768467,1.2998634095755188,0.5082843399251737,1.2943647042306796,0.496996996996997
29,1.233443182991951,0.5288785447418387,0.00909961252690553,1.3017242990477973,0.5056119722073757,1.2928919915424708,0.496996996996997
30,1.2321153716053288,0.5269186010902187,0.009160285619875237,1.2995370008421734,0.5114911811865313,1.2933090144807513,0.4984984984984985
31,1.2290780218932447,0.5298585165676487,0.009095402119319081,1.299880587436629,0.51309460181721,1.293794460329361,0.4997854997854998
32,1.2308811743202333,0.5291235376982911,0.009056546119504428,1.299387628512227,0.515766969535008,1.2941468322496974,0.5002145002145002
33,1.228313507376338,0.5290622894591781,0.009144388576165428,1.2994553735395091,0.5141635489043292,1.2941413572651794,0.49892749892749894
34,1.228723878163778,0.5273473387640105,0.00899884270613937,1.2999585937332305,0.5125601282736505,1.2939935309444053,0.4997854997854998
35,1.2278135260780976,0.5298585165676487,0.00905678414561498,1.3002554914455628,0.5120256547300909,1.2941417016475716,0.49892749892749894
36,1.2274441330148285,0.5291235376982911,0.008964082785586395,1.2999034637056655,0.5136290753607696,1.2943783160291071,0.49892749892749894
37,1.2284250225083027,0.5305934954370062,0.009047756417625478,1.2998818938009629,0.5141635489043292,1.2946045027429687,0.5
38,1.2254979416519018,0.530960984871685,0.00903150912891535,1.300230189194213,0.5125601282736505,1.2944612128700836,0.49935649935649934
39,1.2269618863709568,0.5300422612849881,0.009044349472242131,1.3001470064365055,0.5136290753607696,1.2944358383724486,0.49914199914199914
40,1.2277530466428892,0.5302260060023274,0.009077060556750612,1.3001068192710856,0.5136290753607696,1.2945100712397741,0.4995709995709996
