epoch,train_loss,train_acc,aux_text_loss,aux_audio_loss,aux_video_loss,val_loss,val_acc,test_loss,test_acc
1,1.5655560831396833,0.5883866225652333,1.0131716405470612,1.0516506361199056,1.0507488515641954,0.8708146188680913,0.6397648316408338,0.862161001772245,0.6492809615797381
2,1.435930949865012,0.6650128629180448,0.8993726535037965,1.0420615084028473,1.0390112809540228,0.8451983220815531,0.655264564404062,0.8374393149797792,0.6653788366602276
3,1.405843835265178,0.675303197353914,0.8522002195283856,1.04028657842877,1.0336737110015153,0.8377102558973446,0.6590058792089791,0.8292030890015067,0.6696716033483581
4,1.3899242870074253,0.682592184245988,0.8335328420251517,1.0365189899128324,1.0306859491473974,0.8413379006306798,0.6648850881881346,0.8322258753233085,0.6731058166988624
5,1.3792511006422696,0.6873085875290947,0.8237707369119882,1.0347505943033022,1.028781788585438,0.839914884527758,0.6627471940138963,0.8293633386796574,0.6752522000429276
6,1.3718124011356456,0.6905549430356487,0.8167782587761477,1.0335139025517952,1.02675677868982,0.8326447535045385,0.6686264029930519,0.820280773748679,0.6720326250268298
7,1.3645646155033861,0.6942300624770305,0.8112456814690459,1.0316547830943368,1.02490584699602,0.8475642166056141,0.65793693212186,0.8361040217141067,0.6713887100236102
8,1.357578653514086,0.6997427416391032,0.8075537499180468,1.030430838580694,1.0233857763846044,0.8337877438961663,0.6616782469267771,0.8224264778377519,0.6758961150461472
9,1.3510215402773953,0.7003552615460003,0.8014035264782413,1.02913932072741,1.0223598145217736,0.8308935783433125,0.6712987707108499,0.8200962879187459,0.6767546683837733
10,1.3476249995249736,0.7021315692760015,0.8002750837786823,1.02853621064368,1.0213382905507722,0.8320655471051459,0.6686264029930519,0.8189196573815445,0.674608285039708
11,1.3413132641605487,0.7078280044101434,0.796387229825328,1.027242888988678,1.0196216956199011,0.8310264525790702,0.6712987707108499,0.8179585693424468,0.6756814767117407
12,1.3365256765609306,0.71052309200049,0.7929538339577249,1.0267944642759401,1.0180798951396313,0.8322042475595377,0.6675574559059326,0.819700404998442,0.682335265078343
13,1.3284586794992939,0.7119318877863531,0.7875198182574268,1.0256183667099974,1.0177061434223214,0.8291238619642803,0.6691608765366115,0.8154805313750229,0.6752522000429276
14,1.3252973439251545,0.7151169913022173,0.7861395117320311,1.0249787844032046,1.0169957283736881,0.8292710887181574,0.6707642971672902,0.8151278893408741,0.6773985833869929
15,1.3228113253765301,0.7165870390787701,0.7850644007611768,1.025222391090921,1.0160825842810979,0.8303819379024108,0.6686264029930519,0.8161504822090527,0.6808327967374973
16,1.32011775974548,0.7176283229204949,0.7842320014810381,1.024330395044656,1.0159342009749874,0.8312656598445376,0.6686264029930519,0.8158936520507085,0.6765400300493668
17,1.3172715465388403,0.7205684184736004,0.7812353203391,1.0244599390771771,1.0155900897136232,0.8303390478208573,0.6686264029930519,0.8153465218133593,0.678686413393432
18,1.3154320896482345,0.7197108906039447,0.7804229611511049,1.0237032478527157,1.0141246505597343,0.8299570827800153,0.669695350080171,0.8148828929113866,0.678686413393432
19,1.3138447455531546,0.7209971824084282,0.7800372851094998,1.0234112404410078,1.01457070644238,0.8315938761500609,0.6702298236237306,0.8164315971086711,0.68190598840953
20,1.3123691963766861,0.722467230184981,0.779249855310444,1.0236801890259088,1.0138395177840485,0.8302719804897849,0.6680919294494923,0.8150125365575565,0.6791156900622451
21,1.3107182765640817,0.7221609702315325,0.7791297481031697,1.0234789082514193,1.0135844198640738,0.8305411673942904,0.6664885088188135,0.815455226791752,0.6799742433998712
22,1.3100223769076123,0.723692269998775,0.7774550426127527,1.023549376655031,1.0140108735073903,0.8311593863557584,0.6680919294494923,0.8158304589478902,0.6799742433998712
23,1.3094758951063763,0.7254073257380865,0.7777377543869401,1.0232666256409364,1.0136943811822956,0.8314008015735082,0.6686264029930519,0.8161966605461777,0.6789010517278385
24,1.3098962286531262,0.7236310180080853,0.7779354521431759,1.0232093868544183,1.0133079962886373,0.8315362732783796,0.6686264029930519,0.816429365369531,0.6804035200686843
25,1.3092462705307026,0.7231410020825677,0.7769236864375378,1.0230284836104464,1.0131979630476233,0.8312603604787178,0.6664885088188135,0.8159147181667517,0.6793303283966516
26,1.3087883819833364,0.722467230184981,0.7774949842598688,1.022458328082692,1.0128701014012285,0.8315113616588599,0.6654195617316943,0.8161984811552759,0.6812620734063104
27,1.3078185547570833,0.7237535219894646,0.7765818940181001,1.0228354265610113,1.013444763954314,0.8315857794436461,0.6659540352752539,0.8161860160188988,0.6799742433998712
28,1.3078597954466518,0.7255298297194659,0.7768103385488586,1.0227675163963474,1.0129428473696556,0.8315509620163927,0.6659540352752539,0.8161460906555018,0.6804035200686843
29,1.3073762296009308,0.7246723018498101,0.7770044720378793,1.022920277544232,1.0132635270616055,0.8315560925076952,0.6654195617316943,0.8161545733981799,0.6806181584030908
30,1.3074445718572842,0.7263261055984319,0.7764799430296436,1.022857751015952,1.0127372306073454,0.8316108466851272,0.6654195617316943,0.8162042341613033,0.6804035200686843
31,1.308089089790834,0.7228347421291192,0.7762541219064539,1.0230472095527003,1.0132109970785335,0.8316080533585276,0.6654195617316943,0.8161964564140223,0.6804035200686843
32,1.30718713612529,0.725284821756707,0.775786704479969,1.022569858953384,1.0131271690564692,0.8316002170202377,0.6648850881881346,0.8161929922314718,0.6804035200686843
33,1.3079461715800584,0.7258973416636041,0.7763042032945014,1.02323379340482,1.012915430401348,0.8316401881307666,0.6659540352752539,0.816221897477729,0.6806181584030908
34,1.3079087259020858,0.7252235697660174,0.7763384333373021,1.021580563271497,1.012961438191984,0.8316556176739157,0.6654195617316943,0.8162414087044576,0.6806181584030908
35,1.3080116607505259,0.724488545877741,0.7758382401541725,1.0230884269276013,1.0126835125473717,0.8316469383010375,0.6648850881881346,0.8162227030807515,0.6804035200686843
36,1.3066763349509949,0.7252235697660174,0.7752205491810763,1.0230262096673268,1.012596930181748,0.831641696628436,0.6654195617316943,0.8162130097458613,0.6801888817342777
37,1.3075079464027435,0.7246110498591204,0.7757208170616844,1.0227161720221671,1.013524905243268,0.8316210911657516,0.6654195617316943,0.8161872825696249,0.6801888817342777
38,1.3075910124229067,0.7250398137939483,0.7765877414871252,1.0229115948787466,1.012646377780311,0.8316260965542001,0.6654195617316943,0.8161876651958786,0.6801888817342777
39,1.307033753389239,0.7247335538404999,0.7758118289512672,1.0227166767887343,1.0132524255851634,0.831629529794482,0.6654195617316943,0.8161936997343834,0.6801888817342777
40,1.3066950355486793,0.7261423496263628,0.7759228042859329,1.0225629487283583,1.0128117037158262,0.8316427525959188,0.6654195617316943,0.8162049899210769,0.6801888817342777
